player_name,draft_year,pick_number,college,height_inches,weight_lbs,position,ppg,apg,rpg,spg,bpg,mpg,topg,fpg,fg_pct,three_pt_pct,ft_pct,efg_pct,two_pt_pct,ws,ws_40,ows,dws,ts_pct,tov_pct,ftr,three_pt_attempt_rate,college_seasons,one_and_done,recruit_rank,is_top_100_recruit,is_top_10_recruit,nba_seasons,nba_4yr_total_mp,nba_4yr_bpm,nba_4yr_vorp,nba_4yr_ws,career_ws48,meaningful_career,bpm_tier,minutes_tier,PosVORP
Lonzo Ball,2017,2,UCLA,78,190,Guard,14.6,7.6,6,1.8,0.8,35.1,2.5,1.8,0.551,0.412,0.673,0.668,0.732,6.8,0.214,4.8,2,0.673,18.6,0.286,0.566,1,1,3,1,1,6,6975,0.79,4.8,9.2,0.066,1,Starter+,Starter+,1
Jayson Tatum,2017,3,Duke,80,205,Forward,16.8,2.1,7.3,1.3,1.1,33.3,2.6,3,0.452,0.342,0.849,0.507,0.504,4.1,0.169,2.3,1.8,0.566,15,0.381,0.321,1,1,3,1,1,4,9453,2.16,9.9,25.5,0.155,1,Starter+,Starter+,1
Josh Jackson,2017,4,Kansas,80,207,Forward,16.3,3,7.4,1.7,1.1,30.8,2.8,3,0.513,0.378,0.566,0.552,0.549,4.9,0.18,2.7,2.2,0.559,15.9,0.403,0.21,1,0,1,1,1,5,5888,-3.738875679,-2.6,-1.8,-0.012,1,Bust,Starter+,0
De'Aaron Fox,2017,5,Kentucky,75,187,Guard,16.7,4.6,4,1.5,0.2,29.6,2.4,2.5,0.479,0.246,0.736,0.498,0.521,5.1,0.192,3.1,2.1,0.549,13.7,0.474,0.154,1,1,6,1,1,8,8242,0.23,4.8,13.2,0.097,1,Starter+,Starter+,1
Jonathan Isaac,2017,6,Florida State,82,210,Forward,12,1.2,7.8,1.2,1.5,26.2,1.5,2.2,0.508,0.348,0.78,0.568,0.593,4.3,0.205,2.4,1.9,0.614,13.3,0.461,0.348,1,1,7,1,1,6,3512,0.2007972665,2,6.7,0.116,1,Starter+,Rotation,1
Lauri Markkanen,2017,7,Arizona,84,230,Forward,15.6,0.9,7.2,0.4,0.5,30.8,1.1,2,0.492,0.423,0.835,0.584,0.545,6.7,0.235,4.8,1.8,0.635,8.1,0.436,0.434,1,1,72,1,0,8,6511,-0.23,2.8,11.6,0.115,1,Rotation,Starter+,1
Dennis Smith Jr.,2017,9,NC State,75,195,Forward,18.1,6.2,4.6,1.9,0.4,34.8,3.4,2.1,0.455,0.359,0.715,0.52,0.509,4,0.142,3.1,0.9,0.563,17.3,0.476,0.364,1,1,49,1,0,7,4514,-2.412605228,-0.5,-1,0.015,1,Rotation,Starter+,0
Zach Collins,2017,10,Gonzaga,82,230,Forward,10,0.4,5.9,0.5,1.8,17.3,1.5,2.7,0.652,0.476,0.743,0.676,0.672,5,0.299,2.6,2.4,0.703,17.8,0.715,0.101,1,1,28,1,0,7,2691,-2.608584169,-0.6,3.8,0.081,1,Rotation,Rotation,0
Malik Monk,2017,11,Kentucky,75,200,Guard,19.8,2.3,2.5,0.9,0.5,32.1,2,1.9,0.45,0.397,0.822,0.543,0.497,5.8,0.189,3.9,1.9,0.586,10.4,0.323,0.47,1,1,9,1,1,8,4159,-2.63,-0.7,2,0.058,1,Rotation,Starter+,0
Luke Kennard,2017,12,Duke,77,180,Guard,15.7,2,4.3,0.9,0.3,31.2,1.2,2.1,0.461,0.383,0.867,0.548,0.526,10.9,0.192,8.4,2.5,0.6,8.3,0.349,0.455,2,0,21,1,0,8,5054,-0.65,1.8,9.7,0.108,1,Rotation,Starter+,1
Donovan Mitchell,2017,13,Louisville,75,210,Guard,11.7,2.2,4.1,1.5,0.3,26,1.3,2.6,0.418,0.329,0.788,0.495,0.497,8.2,0.194,4.4,3.7,0.532,10.8,0.26,0.47,2,0,27,1,0,8,9371,1.99,9.5,21.8,0.14,1,Starter+,Starter+,1
Bam Adebayo,2017,14,Kentucky,82,260,Forward,13,0.8,8,0.7,1.5,30.1,1.7,2.6,0.599,0,0.653,0.599,0.599,5.6,0.196,3.3,2.3,0.624,13.9,0.831,0,1,1,8,1,1,8,7841,2.76,9.4,28.3,0.156,1,Starter+,Starter+,1
Justin Jackson,2017,15,UNC,80,193,Guard,13.8,2.7,4.1,0.6,0.4,29.1,1.4,1.5,0.459,0.339,0.713,0.521,0.529,14.2,0.165,10.1,4.1,0.545,9.8,0.239,0.37,3,0,9,1,1,7,4742,-2.83,-1,5.3,0.052,1,Rotation,Starter+,0
Justin Patton,2017,16,Creighton,83,215,Center,12.9,1.2,6.2,0.9,1.4,25.3,1.7,2.7,0.676,0.533,0.517,0.689,0.683,4.3,0.194,2.5,1.8,0.671,15.1,0.294,0.051,1,1,63,1,0,4,296,-2.75,0,0.4,0.066,0,Rotation,Bust,0
D.J. Wilson,2017,17,Michigan,81,220,Forward,7.1,0.8,3.3,0.4,1,19.4,0.8,1.4,0.525,0.363,0.817,0.592,0.619,5.3,0.158,3.4,1.9,0.614,11.5,0.194,0.369,3,0,101,0,0,6,1749,-2.84,-0.3,2.4,0.077,0,Rotation,Rotation,0
T.J. Leaf,2017,18,UCLA,82,225,Forward,16.3,2.4,8.2,0.6,1.1,29.9,1.5,2.5,0.617,0.466,0.679,0.652,0.644,5.8,0.22,4.2,1.6,0.66,10.8,0.278,0.152,1,1,16,1,0,4,1238,-1.79,0.1,2.7,0.104,0,Rotation,Rotation,1
John Collins,2017,19,Wake Forest,82,218,Forward,13.4,0.4,7,0.5,1.2,20.7,1.4,2.8,0.601,0,0.729,0.601,0.602,7.1,0.215,5.7,1.4,0.638,11.9,0.599,0.002,2,0,101,0,0,8,6825,1.43,5.8,23,0.135,1,Starter+,Starter+,1
Harry Giles,2017,20,Duke,82,240,Forward,3.9,0.3,3.8,0.3,0.7,11.5,0.7,2.2,0.577,0,0.5,0.577,0.577,1.2,0.164,0.6,0.6,0.57,16.8,0.308,0,1,1,2,1,1,4,1835,-2.363106267,-0.2,3.1,0.076,0,Rotation,Rotation,0
Jarrett Allen,2017,22,Texas,83,235,Forward,13.4,0.8,8.4,0.6,1.5,32.2,2.5,2.1,0.566,0,0.564,0.566,0.579,3.3,0.124,1.5,1.7,0.571,17.8,0.472,0.022,1,1,15,1,1,8,7253,1.17,5.8,26.4,0.2,1,Starter+,Starter+,1
OG Anunoby,2017,23,Indiana,80,215,Forward,6.8,0.8,3.5,1,0.9,17.4,1.1,1.7,0.563,0.365,0.522,0.62,0.652,3.6,0.165,2,1.6,0.609,16.1,0.378,0.311,2,0,101,0,0,8,6332,0.01,3.3,13.8,0.105,1,Starter+,Starter+,1
Tyler Lydon,2017,24,Syracuse,80,205,Forward,11.6,1.6,7.4,1.1,1.6,33.1,1.5,2.6,0.476,0.4,0.809,0.56,0.531,9.5,0.162,5.6,3.9,0.602,13.4,0.358,0.42,2,0,72,1,0,2,96,-4.3,-0.1,0.2,0.084,0,Bust,Bust,0
Caleb Swanigan,2017,26,Purdue,81,260,Forward,14.4,2.4,10.4,0.4,0.5,29.2,3,2.5,0.501,0.376,0.76,0.543,0.537,9,0.178,4.4,4.6,0.586,19.7,0.432,0.223,2,0,16,1,0,3,655,-6.19,-0.7,-0.2,-0.015,0,Bust,Bust,0
Kyle Kuzma,2017,27,Utah,81,190,Forward,10.1,1.5,5.5,0.3,0.4,21,1.6,1.6,0.506,0.302,0.633,0.541,0.567,8.2,0.163,4.7,3.5,0.56,14.9,0.367,0.23,3,0,101,0,0,8,8195,-1.18,1.8,12.2,0.042,1,Rotation,Starter+,1
Tony Bradley,2017,28,UNC,82,240,Forward,7.1,0.6,5.1,0.3,0.6,14.6,0.7,1.8,0.573,0,0.619,0.573,0.573,3.1,0.225,2.1,1,0.59,9.9,0.59,0,1,1,19,1,0,7,1412,0.93,1.2,6.1,0.168,0,Starter+,Rotation,1
Derrick White,2017,29,Colorado,77,193,Guard,18.1,4.4,4.1,1.2,1.4,32.8,2.4,2.1,0.507,0.396,0.813,0.578,0.569,5.9,0.211,4.5,1.4,0.627,14.2,0.45,0.356,1,1,101,0,0,8,4608,1.18,3.8,10.2,0.135,1,Starter+,Starter+,1
Josh Hart,2017,30,Villanova,77,205,Guard,13.2,1.8,5.6,1.1,0.3,28,1.3,2.2,0.511,0.389,0.72,0.589,0.592,22.9,0.224,14.4,8.5,0.614,11,0.377,0.401,4,0,94,1,0,8,6280,-0.75,2,11.3,0.113,1,Rotation,Starter+,1
Frank Jackson,2017,31,Duke,83,248,Center,5.019230769,0.2884615385,4.346153846,0.1538461538,0.9615384615,22.38461538,0.5576923077,1.134615385,0.472,0.08566502079,0.55,0.472,0.472,0.6,0.02,0.6,0,0.499,18.7,0.718,0,2,0,101,1,1,5,3868,-3.901111686,-1.4,1.8,0.031,1,Bust,Rotation,0
Davon Reed,2017,32,Miami (FL),76,195,Guard,10.44444444,1.583333333,3.541666667,0.8194444444,0.3611111111,27.77777778,1.291666667,1.847222222,0.444,0.406,0.81,0.545,0.483,12.5,0.136,7.3,5.2,0.569,13.7,0.334,0.503,4,0,101,1,0,4,289,-6.253633218,-0.3,-0.2,0.054,0,Bust,Bust,0
Wes Iwundu,2017,33,Kansas State,76,195,Guard,9.5,2.8,4.7,0.9,0.4,28.2,2.1,2.1,0.463,0.338,0.688,0.491,0.488,10.6,0.113,4.8,5.7,0.54,19.5,0.552,0.165,4,0,101,0,0,4,3745,-3.79,-1.8,4.3,0.053,1,Bust,Rotation,0
Frank Mason III,2017,34,Kansas,76,195,Guard,12.94444444,3.541666667,3.236111111,0.9722222222,0.04166666667,29.86111111,1.875,2.166666667,0.44,0.427,0.767,0.51,0.446,19.2,0.176,12.8,6.4,0.574,14.1,0.472,0.328,4,0,101,0,0,4,1616,-2.61,-0.2,1.2,0.035,0,Rotation,Rotation,0
Ivan Rabb,2017,35,California,81,225,Forward,13.08333333,1.277777778,9.638888889,0.6666666667,0.9722222222,31.27777778,1.805555556,3.027777778,0.516,0.5,0.68,0.53,0.517,9.7,0.195,5.2,4.5,0.584,13.9,0.594,0.038,2,0,101,1,1,4,3667,-1.68,0.3,9.6,0.125,1,Rotation,Rotation,1
Semi Ojeleye,2017,37,SMU,81,225,Forward,12.81481481,1.185185185,4.222222222,0.4814814815,0.2592592593,24.55555556,0.6666666667,0.9259259259,0.486,0.426,0.79,0.578,0.532,8.3,0.248,5.8,2.5,0.618,8.7,0.512,0.421,4,0,101,1,0,4,3705,-3.18,-1.1,5,0.061,1,Bust,Rotation,0
Jordan Bell,2017,38,Oregon,81,225,Forward,7.716981132,1.679245283,6.132075472,1.132075472,1.830188679,24.50943396,1.301886792,2.490566038,0.634,0.167,0.568,0.636,0.645,11.4,0.176,5.3,6.1,0.619,19.8,0.339,0.028,3,0,101,1,0,4,1935,0.23,1.1,4.9,0.121,0,Starter+,Rotation,1
Jawun Evans,2017,39,Oklahoma State,76,195,Guard,17.14814815,6.62962963,3.62962963,1.444444444,0.07407407407,29.88888889,3.185185185,2.481481481,0.43,0.329,0.829,0.464,0.456,7.4,0.188,5.6,1.8,0.547,15.1,0.4,0.196,2,0,101,1,0,4,2920,-5.4,-2.5,-1.4,-0.022,1,Bust,Rotation,0
Dwayne Bacon,2017,40,Florida State,76,195,Guard,15.63888889,1.666666667,4.861111111,0.8055555556,0.08333333333,29.47222222,2.277777778,2,0.414,0.325,0.678,0.468,0.458,6.7,0.135,4.2,2.5,0.533,11.9,0.314,0.306,2,0,101,1,0,4,4012,-5.06,-3.1,0.8,0.01,1,Bust,Starter+,0
Tyler Dorsey,2017,41,Oregon,76,195,Guard,11.88888889,1.861111111,3.611111111,0.75,0.1388888889,29.11111111,1.638888889,1.777777778,0.409,0.367,0.742,0.501,0.452,9.2,0.164,6.1,3.1,0.591,12.5,0.392,0.496,2,0,101,1,0,3,1672,-3.150478469,-0.5,1,0.031,0,Bust,Rotation,0
Thomas Bryant,2017,42,Indiana,83,248,Center,12.47222222,1.194444444,6.388888889,0.5555555556,1.083333333,25.77777778,2.166666667,3.277777778,0.592,0.405,0.699,0.622,0.624,8.2,0.188,5.5,2.7,0.648,17.3,0.551,0.146,2,0,101,1,0,4,2986,1.85,2.9,10.6,0.165,1,Starter+,Rotation,1
Damyean Dotson,2017,44,Oregon,76,195,Guard,13.25352113,1.070422535,5.056338028,0.7183098592,0.0985915493,29.98591549,1.14084507,1.802816901,0.46,0.362,0.796,0.546,0.548,16.2,0.166,10.5,5.7,0.574,9.3,0.18,0.46,4,0,101,0,0,4,4221,-2.8,-0.8,3,0.034,1,Rotation,Starter+,0
Dillon Brooks,2017,45,Oregon,81,225,Forward,14.66037736,2.471698113,4.075471698,0.9433962264,0.4150943396,28.33962264,2.132075472,2.943396226,0.49,0.371,0.782,0.545,0.54,13.1,0.166,8.8,4.2,0.565,14.1,0.309,0.295,3,0,101,0,0,4,6789,-4.05,-3.6,3.8,0.05,1,Bust,Starter+,0
Sterling Brown,2017,46,SMU,76,195,Guard,8.2,2.2,4.8,1,0.4,25.7,1.5,2.2,0.504,0.451,0.77,0.586,0.534,15.2,0.174,7.8,7.5,0.616,18.9,0.322,0.363,4,0,101,0,0,6,3806,-1.959274829,0,5.7,0.071,1,Rotation,Rotation,0
Ike Anigbogu,2017,47,UCLA,81,225,Forward,4.823529412,0.05882352941,4.117647059,0.1764705882,0.9411764706,12.41176471,0.7058823529,2.411764706,0.554,0.1013428813,0.556,0.554,0.554,1.3,0.133,0.6,0.7,0.564,16.5,0.426,0,1,1,101,1,0,4,283,-1.1,0,0.3,0.057,0,Rotation,Bust,0
Sindarius Thornwell,2017,48,South Carolina,76,195,Guard,15.65277778,3.138888889,5.319444444,1.527777778,0.5555555556,33.72222222,2.861111111,2.472222222,0.383,0.331,0.789,0.438,0.408,16.1,0.153,8.2,7.9,0.518,15,0.486,0.347,4,0,101,1,0,4,1721,-3.08,-0.5,1.1,0.032,0,Bust,Rotation,0
Monte Morris,2017,51,Iowa State,76,195,Guard,12.47222222,5.708333333,3.847222222,1.555555556,0.2638888889,36.18055556,1.180555556,1.569444444,0.469,0.405,0.797,0.527,0.495,20.8,0.176,14.7,6.1,0.566,9.9,0.272,0.299,4,0,101,1,0,4,4827,0.52,3,13.1,0.12,1,Starter+,Starter+,1
Edmond Sumner,2017,52,Xavier,76,195,Guard,12.16666667,3.916666667,3.5,1.333333333,0.4166666667,26.58333333,2,2.333333333,0.436,0.294,0.765,0.473,0.483,5.5,0.143,3.1,2.4,0.536,17.1,0.619,0.272,2,0,101,1,0,4,1520,-3.16,-0.5,1.9,0.069,0,Bust,Rotation,0
Kadeem Allen,2017,53,Arizona,76,195,Guard,8.941176471,3.382352941,3.029411765,1.088235294,0.7352941176,27.76470588,1.794117647,2.117647059,0.444,0.388,0.762,0.502,0.468,6.7,0.144,3,3.7,0.56,19.4,0.468,0.277,2,0,101,0,0,4,1280,-1.16,0.2,2,0.075,0,Rotation,Rotation,1
Alec Peters,2017,54,Valparaiso,81,225,Forward,15.90909091,1.606060606,7.757575758,0.6212121212,0.2424242424,31.77272727,1.772727273,1.984848485,0.489,0.403,0.828,0.572,0.549,24.4,0.23,16.1,8.3,0.621,11.6,0.349,0.428,4,0,101,0,0,3,1373,-2.8,-0.2,1.6,0.055,0,Rotation,Rotation,0
Nigel Williams-Goss,2017,55,Gonzaga,76,195,Guard,16.21153846,4.807692308,4.711538462,1.211538462,0.05769230769,34.76923077,2.615384615,1.942307692,0.48,0.311,0.858,0.518,0.535,13.6,0.159,8,5.6,0.546,15.5,0.292,0.237,4,0,101,1,0,1,50,-3.9,0,0,0.017,0,Bust,Bust,0
Jabari Bird,2017,56,California,76,195,Guard,9.954545455,1.106060606,3.106060606,0.5303030303,0.3181818182,26.71212121,1.257575758,1.803030303,0.416,0.342,0.716,0.503,0.491,9.4,0.125,5.3,4.1,0.555,11,0.183,0.495,4,0,101,1,0,3,955,-3.1,-0.2,1.9,0.098,0,Bust,Bust,0
Jaron Blossomgame,2017,59,Clemson,81,225,Forward,13.95833333,1.041666667,6.541666667,0.6805555556,0.5972222222,31.72222222,1.597222222,1.541666667,0.488,0.358,0.737,0.533,0.531,16,0.163,10,6,0.564,11,0.411,0.236,4,0,101,1,0,3,2211,-3.8,-1,1.4,0.03,1,Bust,Rotation,0
Deandre Ayton,2018,1,Arizona,85,250,Forward,20.1,1.6,11.6,0.6,1.9,33.5,2,2.3,0.612,0.343,0.733,0.625,0.635,7.6,0.259,5.5,2.1,0.65,11.3,0.424,0.078,1,1,3,1,1,7,7247,1.14,5.7,24.6,0.147,1,Starter+,Starter+,1
Marvin Bagley III,2018,2,Duke,83,234,Forward,21,1.5,11.1,0.8,0.9,33.9,2.3,1.8,0.614,0.397,0.627,0.64,0.647,6.9,0.248,4.8,2.1,0.643,12.2,0.475,0.132,1,1,1,1,1,7,4166,-2.12,-0.1,7.4,0.1,1,Rotation,Starter+,0
Jaren Jackson Jr.,2018,4,Michigan State,83,242,Guard,10.9,1.1,5.8,0.6,3,21.8,1.8,3.2,0.513,0.396,0.797,0.595,0.596,4.6,0.239,2.3,2.2,0.647,17.4,0.573,0.414,1,1,9,1,1,7,5521,0.001358449556,2.8,12.9,0.112,1,Starter+,Starter+,1
Trae Young,2018,5,Oklahoma,74,180,Guard,27.4,8.7,3.9,1.7,0.3,35.4,5.2,1.8,0.422,0.36,0.861,0.518,0.493,5.7,0.201,4.6,1.1,0.585,18.2,0.443,0.531,1,1,20,1,0,7,9400,3.02,11.88,26.4,0.126,1,Starter+,Starter+,1
Mo Bamba,2018,6,Texas,83,225,Center,12.9,0.5,10.5,0.8,3.7,30.2,1.5,2.5,0.541,0.275,0.681,0.567,0.603,4.8,0.212,2.4,2.4,0.593,12.3,0.441,0.189,1,1,4,1,1,7,4193,0.15,2.2,10.5,0.122,1,Starter+,Starter+,1
Wendell Carter Jr.,2018,7,Duke,82,259,Forward,13.5,2,9.1,0.8,2.1,26.9,2,2.8,0.561,0.413,0.738,0.591,0.586,5.9,0.239,3.6,2.3,0.628,15.8,0.527,0.144,1,1,7,1,1,7,5593,-0.65,1.9,13.6,0.126,1,Rotation,Starter+,1
Collin Sexton,2018,8,Alabama,75,190,Guard,19.2,3.6,3.8,0.8,0.1,29.9,2.8,2.5,0.447,0.336,0.778,0.498,0.495,4.4,0.177,3.2,1.2,0.567,14.2,0.575,0.299,1,1,6,1,1,7,7179,-2.48,-0.9,5.3,0.068,1,Rotation,Starter+,0
Kevin Knox,2018,9,Kentucky,81,215,Forward,15.6,1.4,5.4,0.8,0.3,32.4,2.3,2.2,0.445,0.341,0.774,0.51,0.509,4,0.133,2.3,1.7,0.556,14.1,0.373,0.38,1,1,10,1,1,7,4010,-4.68,-2.7,-0.3,0.008,1,Bust,Starter+,0
Mikal Bridges,2018,10,Villanova,79,191,Forward,11.3,1.6,4.3,1.4,0.9,27.3,1.1,2.2,0.525,0.4,0.845,0.623,0.645,17.2,0.216,10.5,6.7,0.656,11,0.304,0.49,3,0,96,1,0,7,9661,1.04,7.5,24.6,0.113,1,Starter+,Starter+,1
Shai Gilgeous-Alexander,2018,11,Kentucky,78,180,Guard,14.4,5.1,4.1,1.6,0.5,33.7,2.7,1.7,0.385,0.404,0.817,0.516,0.5,5.2,0.167,3.3,1.9,0.578,17.9,0.464,0.151,1,1,30,1,0,7,7724,1.87,7.5,17.5,0.206,1,Starter+,Starter+,1
Miles Bridges,2018,12,Michigan State,79,230,Forward,17,2.4,7.6,0.6,1.1,31.6,2.1,1.7,0.47,0.375,0.776,0.548,0.537,9.1,0.186,5.2,4,0.576,12.7,0.245,0.413,2,0,10,1,1,6,8460,-0.2,3.8,15.9,0.084,1,Rotation,Starter+,1
Jerome Robinson,2018,13,Boston College,79,181,Guard,17.7,3.3,3.8,1.3,0.3,34.6,2.9,2.5,0.45,0.376,0.755,0.514,0.488,8,0.103,5.1,2.9,0.551,15.2,0.327,0.339,3,0,101,0,0,4,1604,-4.649064838,-1.1,-0.1,-0.004,0,Bust,Rotation,0
Troy Brown Jr.,2018,15,Oregon,79,215,Center,11.3,3.2,6.2,1.6,0.2,31.2,2.5,2.2,0.444,0.291,0.743,0.494,0.524,3.1,0.114,1.5,1.6,0.532,18.8,0.326,0.342,1,1,12,1,0,6,4091,-1.98,0,4.9,0.061,1,Rotation,Starter+,0
Zhaire Smith,2018,16,Texas Tech,77,195,Guard,11.3,1.8,5,1.1,1.1,28.4,1.1,1.8,0.556,0.45,0.717,0.588,0.574,5.6,0.212,3.3,2.2,0.618,10.8,0.458,0.144,1,1,101,0,0,2,143,-1.6,-0.1,0,0.011,0,Rotation,Bust,0
Donte DiVincenzo,2018,17,Villanova,77,200,Guard,10.2,2.4,4,0.9,0.2,25.4,1.6,1.8,0.469,0.378,0.705,0.57,0.573,9.2,0.17,5.5,3.7,0.591,15.7,0.294,0.533,3,0,101,0,0,7,4751,-0.19,2.2,9.2,0.108,1,Rotation,Starter+,1
Lonnie Walker IV,2018,18,Miami (FL),76,192,Guard,11.5,1.9,2.6,0.9,0.5,27.8,1.2,1.6,0.415,0.346,0.738,0.503,0.487,2.8,0.127,1.6,1.3,0.527,9.6,0.204,0.509,1,1,17,1,0,7,4240,-3.16,-1.3,1.9,0.033,1,Bust,Starter+,0
Kevin Huerter,2018,19,Maryland,79,190,Guard,12,3,5,0.8,0.7,31.9,1.9,2.1,0.466,0.394,0.748,0.584,0.572,7.8,0.15,4.6,3.2,0.603,16.3,0.217,0.597,2,0,53,1,0,7,8122,-1.35,1.4,9.5,0.068,1,Rotation,Starter+,1
Josh Okogie,2018,20,Georgia Tech,76,207,Guard,16.9,2,5.8,1.5,0.8,33,2.3,2.7,0.437,0.382,0.777,0.481,0.454,7.9,0.157,4.4,3.5,0.55,12.8,0.539,0.231,2,0,101,0,0,7,5017,-2.89,-1.2,5.4,0.073,1,Rotation,Starter+,0
Grayson Allen,2018,21,Duke,76,195,Guard,14.1,3,3.2,1,0.1,27.9,1.7,2.1,0.43,0.38,0.834,0.533,0.49,18.8,0.189,13.9,4.9,0.591,12.4,0.419,0.544,4,0,24,1,0,7,4198,-0.73,1.3,8.1,0.109,1,Rotation,Starter+,1
Chandler Hutchison,2018,22,Boise State,79,190,Guard,12,2.1,5.5,1,0.2,24,1.9,2.2,0.476,0.353,0.687,0.512,0.508,12.3,0.167,6.5,5.8,0.551,15,0.468,0.204,4,0,101,0,0,4,1790,-3.9,-0.8,1.2,0.03,0,Bust,Rotation,0
Aaron Holiday,2018,23,UCLA,73,185,Guard,14.3,4.7,3.2,1.2,0.2,31.8,3,2.7,0.45,0.422,0.795,0.535,0.469,9.8,0.123,6.7,3.2,0.58,19.6,0.37,0.404,3,0,60,1,0,7,4460,-2.31,-0.3,4.7,0.066,1,Rotation,Starter+,0
Moritz Wagner,2018,25,Michigan,82,210,Forward,10.4,0.5,4.5,0.8,0.2,21,1.2,2.5,0.547,0.385,0.698,0.618,0.643,10.7,0.191,6.4,4.3,0.633,12.5,0.301,0.371,3,0,97,1,0,7,2963,-1.41,0.4,5.9,0.133,1,Rotation,Rotation,1
Landry Shamet,2018,26,Wichita State,76,179,Guard,12.9,4.1,3,0.8,0.2,28.6,1.5,2.1,0.48,0.437,0.811,0.609,0.542,10.8,0.213,7.5,3.3,0.641,13.2,0.326,0.59,3,0,101,0,0,7,6094,-1.81,0.3,10.6,0.079,1,Rotation,Starter+,1
Robert Williams,2018,27,Texas A&M,81,237,Center,11.1,1.4,8.7,0.7,2.5,25.7,1.7,2,0.591,0.067,0.541,0.594,0.624,7.2,0.182,3.5,3.6,0.59,15.5,0.343,0.06,2,0,51,1,0,7,3460,5.294855491,6.4,18.4,0.236,1,Starter+,Rotation,1
Jacob Evans,2018,28,Cincinnati,78,210,Guard,11.7,2.5,4.3,1.1,0.9,29.1,1.3,2,0.429,0.377,0.755,0.518,0.476,15.1,0.198,8.2,6.9,0.551,10.6,0.286,0.469,3,0,101,0,0,2,622,-7.4,-0.8,-0.6,-0.047,0,Bust,Bust,0
Omari Spellman,2018,30,Villanova,81,260,Forward,10.9,0.8,8,0.7,1.5,28.1,1,2.3,0.476,0.433,0.7,0.573,0.511,5.2,0.184,2.9,2.2,0.588,9.8,0.208,0.446,1,1,17,1,0,2,1691,-1.5,0.2,2.4,0.068,0,Rotation,Rotation,1
Jevon Carter,2018,32,West Virginia,74,185,Guard,12.2,3.9,3.7,2.3,0.2,29.9,1.8,2.5,0.407,0.355,0.798,0.491,0.453,19.8,0.184,10.4,9.4,0.534,13.8,0.298,0.471,4,0,101,0,0,7,3144,-1.07,0.7,4.6,0.064,1,Rotation,Rotation,1
Jalen Brunson,2018,33,Villanova,75,199,Guard,14.4,3.7,2.5,0.8,0,28.9,1.9,1.8,0.51,0.393,0.82,0.588,0.587,17.3,0.206,12.4,4.8,0.628,14.1,0.357,0.396,3,0,19,1,0,7,6834,0.03,3.5,17.3,0.155,1,Starter+,Starter+,1
Devonte' Graham,2018,34,Kansas,74,175,Guard,12.3,4.5,3.1,1.4,0.1,31.7,1.9,1.7,0.422,0.409,0.787,0.536,0.437,18.4,0.164,12,6.4,0.578,15.1,0.355,0.558,4,0,65,1,0,6,6708,-0.39,2.7,10.1,0.073,1,Rotation,Starter+,1
Melvin Frazier,2018,35,Tulane,77,200,Guard,10.6,1.7,4.4,1.6,0.5,27.7,2,2,0.481,0.312,0.653,0.536,0.572,6.5,0.1,3.1,3.4,0.56,17.4,0.406,0.349,3,0,101,0,0,3,290,-10,-0.6,-0.4,-0.062,0,Bust,Bust,0
Gary Trent Jr.,2018,37,Duke,78,209,Forward,14.5,1.4,4.2,1.2,0.1,33.9,1,1.7,0.415,0.402,0.876,0.528,0.43,5.1,0.163,3.3,1.8,0.567,7.4,0.227,0.564,1,1,14,1,0,7,5693,-0.9227823643,1.6,9.6,0.07,1,Rotation,Starter+,1
Khyri Thomas,2018,38,Creighton,75,200,Guard,11.2,1.4,2.5,1.4,0.3,27.2,1.6,1.8,0.511,0.406,0.719,0.589,0.578,11.1,0.161,6.5,4.7,0.607,14.9,0.25,0.385,3,0,101,0,0,3,409,-2.7,-0.1,0.5,0.058,0,Rotation,Bust,0
Jarred Vanderbilt,2018,41,Kentucky,81,214,Forward,5.9,1,7.9,0.4,0.8,17,1.1,2.6,0.426,0,0.632,0.426,0.433,1,0.172,0.5,0.5,0.476,14.8,0.559,0.015,1,1,13,1,0,7,3134,-0.1,1.5,9.2,0.123,1,Rotation,Rotation,1
Bruce Brown,2018,42,Miami (FL),77,190,Center,11.7,3.5,6.2,1.4,0.6,32.6,2.1,2.4,0.442,0.316,0.702,0.493,0.502,6.3,0.15,3.2,3.2,0.532,16.2,0.398,0.323,2,0,26,1,0,7,6308,-0.9,1.7,12.8,0.082,1,Rotation,Starter+,1
Justin Jackson,2018,43,Maryland,80,193,Guard,13.8,2.7,4.1,0.6,0.4,29.1,1.4,1.5,0.459,0.339,0.713,0.521,0.529,14.2,0.165,10.1,4.1,0.545,9.8,0.239,0.37,3,0,9,1,1,7,4742,-2.831273724,-1,4.4,0.052,1,Rotation,Starter+,0
Hamidou Diallo,2018,45,Kentucky,77,190,Guard,10,1.2,3.6,0.8,0.4,24.8,1.4,2.6,0.428,0.338,0.616,0.47,0.458,2.4,0.103,1.1,1.3,0.498,12,0.399,0.246,1,1,46,1,0,6,3917,-2.28,-0.2,4.9,0.06,1,Rotation,Rotation,0
De'Anthony Melton,2018,46,USC,76,190,Guard,8.3,3.5,4.7,1.9,1,27,1.8,2.3,0.437,0.284,0.706,0.483,0.51,3.2,0.133,1.7,1.5,0.53,18.5,0.472,0.32,1,1,101,0,0,7,4853,0.55,3,7.6,0.079,1,Starter+,Starter+,1
