player_name,draft_year,pick_number,college,height_inches,weight_lbs,position,ppg,apg,rpg,spg,bpg,mpg,topg,fpg,fg_pct,three_pt_pct,ft_pct,efg_pct,two_pt_pct,ws,ws_40,ows,dws,ts_pct,tov_pct,ftr,three_pt_attempt_rate,college_seasons,one_and_done,recruit_rank,is_top_100_recruit,is_top_10_recruit,nba_seasons,nba_4yr_total_mp,nba_4yr_bpm,nba_4yr_vorp,nba_4yr_ws,career_ws48,meaningful_career,bpm_tier,minutes_tier,PosVORP
Bernard Robinson,2004,45,Michigan,78,210,Forward,12.54166667,3.033333333,5.333333333,1.408333333,0.3916666667,30.55,2.933333333,2.541666667,0.44,0.297,0.814,0.467,0.472,9.6,0.105,4.7,4.8,0.52,19.6,0.33,0.185,4,0,67,1,0,3,1909,-2.044630697,0,2.1,0.049,0,Rotation,Rotation,0
Pape Sow,2004,47,Cal State Fullerton,82,250,Forward,15.76388889,0.7777777778,9.083333333,1.444444444,0.8472222222,32.41666667,2.597222222,3.583333333,0.468,0.294,0.667,0.48,0.484,7.8,0.133,4.1,3.6,0.533,14.9,0.65,0.084,3,0,101,0,0,3,879,-5.656882821,-0.8,0.9,0.044,0,Bust,Bust,0
Ricky Minard,2004,48,Morehead State University,76,205,Forward,20.88596491,3.657894737,6.359649123,2.149122807,0.6228070175,33.18421053,3.043859649,2.771929825,0.488,0.372,0.796,0.556,0.554,18.1,0.191,14.3,3.7,0.6,14.9,0.393,0.363,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Christian Drejer,2004,51,Florida,81,210,Guard,7.052631579,3.236842105,3.263157895,0.7368421053,0.1578947368,22.81578947,1.684210526,2.157894737,0.455,0.378,0.767,0.525,0.5,2.4,0.111,1.4,1,0.566,21.3,0.361,0.366,2,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Romain Sato,2004,52,Xavier,77,205,Guard,15.42307692,1.969230769,6.861538462,1.030769231,0.3384615385,34.83076923,1.638461538,2.415384615,0.417,0.367,0.776,0.52,0.481,20.2,0.178,10.5,9.6,0.567,10.7,0.392,0.561,4,0,53,1,0,0,0,0,0,0,0,0,Bust,Bust,0
Matt Freije,2004,53,Vanderbilt,82,240,Forward,15.62809917,0.9421487603,4.884297521,0.652892562,0.5867768595,28.69421488,1.421487603,2.165289256,0.448,0.355,0.786,0.512,0.501,13.7,0.158,9.2,4.5,0.563,9.3,0.4,0.365,4,0,101,0,0,2,588,-6,-0.5,-0.6,-0.047,0,Bust,Bust,0
Rickey Paulding,2004,54,Missouri,77,218,Guard,12.77099237,1.824427481,4.015267176,0.8015267176,0.3816793893,28.15267176,2.145038168,1.786259542,0.444,0.367,0.763,0.517,0.494,12.3,0.133,7.5,4.8,0.555,15.7,0.323,0.398,4,0,32,1,0,0,0,0,0,0,0,0,Bust,Bust,0
Luis Flores,2004,55,Manhattan University,74,200,Guard,18.1512605,1.924369748,3.74789916,1.470588235,0.1764705882,30.70588235,2.546218487,2.109243697,0.451,0.379,0.87,0.506,0.48,18.1,0.198,12.4,5.8,0.582,14,0.477,0.289,4,0,101,0,0,1,154,-4.931818182,-0.1,-0.1,-0.02,0,Bust,Bust,0
Marcus Douthit,2004,56,Providence,82,235,Center,5.860655738,1.475409836,4.639344262,0.868852459,2.418032787,20.96721311,2.286885246,2.819672131,0.438,0,0.7,0.438,0.439,10.6,0.166,0.8,9.8,0.482,27.3,0.358,0.002,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Blake Stepp,2004,58,Gonzaga,76,192,Guard,13.046875,5,3.9140625,1.1875,0.125,31.9296875,2.71875,1.6640625,0.417,0.381,0.813,0.538,0.478,16.2,0.158,9.9,6.2,0.588,19.7,0.398,0.632,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Rashad Wright,2004,59,Georgia,75,190,Guard,8.941176471,4.142857143,2.731092437,1.420168067,0.3277310924,32.93277311,2.075630252,2,0.402,0.341,0.684,0.474,0.446,8.1,0.083,3.5,4.6,0.516,19.3,0.438,0.42,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Andrew Bogut,2005,1,Utah,84,245,Forward,16.6,2.3,11.1,0.7,1.6,32.7,2.7,2.3,0.603,0.361,0.674,0.612,0.616,17.1,0.307,9.4,7.7,0.629,17,0.429,0.048,2,0,101,0,0,14,8450,0.28,5,16.9,0.122,1,Starter+,Starter+,1
Marvin Williams,2005,2,UNC,81,230,Forward,11.3,0.7,6.6,1.1,0.5,22.2,1.6,2.6,0.506,0.432,0.847,0.545,0.522,4.8,0.239,2.6,2.1,0.627,14.7,0.66,0.178,1,1,7,1,1,15,8989,-1.76,0.6,16.9,0.104,1,Rotation,Starter+,1
Deron Williams,2005,3,Illinois,75,210,Guard,11,5.9,3.3,1.4,0.2,31.7,2.4,2.2,0.422,0.374,0.685,0.508,0.464,10.7,0.133,4.4,6.3,0.529,18.8,0.228,0.46,3,0,48,1,0,12,10821,1.99,10.9,29.7,0.129,1,Starter+,Starter+,1
Chris Paul,2005,4,Wake Forest,72,175,Guard,15,7.066666667,4.133333333,2.533333333,0,34.06666667,3,2.933333333,0.465,0.415,0.833,0.519,0.482,9.4,0.178,6.3,3.1,0.622,18.3,0.62,0.311,1,1,101,0,0,4,11169,8.12,28.5,55.3,0.225,1,Starter+,Starter+,1
Raymond Felton,2005,5,UNC,73,198,Guard,12.5,6.9,4.1,1.9,0.3,33.9,3.6,2.3,0.423,0.375,0.731,0.512,0.467,11.3,0.132,5.6,5.7,0.55,24,0.361,0.474,3,0,3,1,1,14,11296,-0.91,3,12.6,0.067,1,Rotation,Starter+,1
Charlie Villanueva,2005,7,UConn,83,240,Forward,11.2,1,6.7,0.4,1.7,22.3,1.7,2.2,0.518,0.393,0.681,0.541,0.534,8.4,0.238,3.5,4.8,0.568,14.9,0.389,0.116,2,0,18,1,0,11,7269,-0.87,2.1,12.2,0.08,1,Rotation,Starter+,1
Channing Frye,2005,8,Arizona,83,248,Center,13.5,1.3,7.3,0.6,1.9,27.7,1.4,2.8,0.562,0.261,0.759,0.565,0.568,21.2,0.23,10.3,10.9,0.601,11.4,0.387,0.018,4,0,87,1,0,13,5556,-2.56,-0.7,8.4,0.094,1,Rotation,Starter+,0
Ike Diogu,2005,9,Arizona State,80,250,Forward,21.4,1.2,8.8,0.4,1.7,35.1,3.4,2.8,0.571,0.387,0.786,0.59,0.591,20.5,0.257,15,5.5,0.655,17,0.791,0.098,3,0,51,1,0,6,2311,-2.62,-0.3,5.5,0.112,1,Rotation,Rotation,0
Sean May,2005,13,UNC,81,266,Center,15.8,1.5,10,1.3,1.2,27.8,2.4,2.4,0.514,0,0.717,0.513,0.519,12.2,0.229,5.2,7,0.562,14.6,0.532,0.013,3,0,9,1,1,4,1537,-1.359141184,0.3,2.1,0.068,0,Rotation,Rotation,1
Rashad McCants,2005,14,UNC,76,207,Guard,17.6,2.1,4.1,1.5,0.6,29.2,2.2,2.4,0.486,0.415,0.721,0.574,0.538,14.8,0.207,9.9,4.9,0.597,13.2,0.298,0.422,3,0,4,1,1,4,5037,-1.75,0.4,3.6,0.035,1,Rotation,Starter+,1
Antoine Wright,2005,15,Texas A&M,79,210,Forward,15.4,2.1,5.6,1.1,0.6,32.1,2.3,2.6,0.412,0.376,0.648,0.492,0.439,8.5,0.121,3.8,4.6,0.516,13.2,0.303,0.425,3,0,18,1,0,6,4291,-3.76,-1.9,2.9,0.026,1,Bust,Starter+,0
Joey Graham,2005,16,Oklahoma State,79,225,Forward,13,1.6,5.2,0.8,0.3,26.1,2.2,2.9,0.527,0.378,0.809,0.559,0.557,16.1,0.193,11,5.1,0.609,16.9,0.439,0.166,4,0,101,0,0,6,4772,-3.37,-1.7,6.8,0.061,1,Bust,Starter+,0
Danny Granger,2005,17,New Mexico,80,225,Forward,16.7,1.6,8.2,1.6,1.9,28.4,2.3,3.2,0.496,0.753,0.366,0.533,0.529,18.3,0.272,9.6,8.7,0.587,13.8,0.561,0.2,4,0,101,0,0,10,9850,1.84,9.6,26.9,0.126,1,Starter+,Starter+,1
Hakim Warrick,2005,19,Syracuse,81,219,Forward,15.4,1.5,7.6,1,0.9,31,2.3,2.4,0.536,0.25,0.659,0.539,0.544,20.9,0.199,10.8,10,0.572,14.7,0.561,0.028,4,0,101,0,0,8,6659,-1.9,0.2,12.5,0.092,1,Rotation,Starter+,1
Julius Hodge,2005,20,NC State,79,210,Guard,15.8,3.5,6,1.2,0.6,33,2.6,2.5,0.473,0.329,0.76,0.513,0.52,18.7,0.176,11.3,7.5,0.573,15.7,0.557,0.247,4,0,7,1,1,2,98,-3.674489796,-0.1,0,0.003,0,Bust,Bust,0
Nate Robinson,2005,21,Washington,69,180,Guard,14.4,3.2,3.9,1.6,0.1,28.2,2,2.6,0.457,0.348,0.793,0.523,0.523,9.3,0.149,5.9,3.4,0.566,13.3,0.342,0.374,3,0,101,0,0,11,6992,0.51,4.3,13.8,0.096,1,Starter+,Starter+,1
Jarrett Jack,2005,22,Georgia Tech,75,202,Guard,12.5,5.4,4.5,1.8,0.1,32.3,3.3,2,0.478,0.359,0.796,0.532,0.53,14.2,0.175,8.1,6.1,0.594,23.8,0.532,0.305,3,0,46,1,0,13,9195,-1.45,1.4,13.3,0.073,1,Rotation,Starter+,1
Francisco García,2005,23,Louisville,79,195,Forward,14.4,3.5,3.9,1.5,1.4,28.1,2.4,2.7,0.448,0.369,0.849,0.535,0.519,18,0.261,8.4,9.6,0.587,16.2,0.353,0.473,3,0,71,1,0,10,6782,-0.2222795636,3,10.6,0.074,1,Rotation,Starter+,1
Luther Head,2005,24,Illinois,75,185,Guard,10.1,2.5,3.1,1.2,0.2,25.4,1.5,1.5,0.473,0.382,0.752,0.582,0.594,15.1,0.186,8.8,6.3,0.605,15.5,0.253,0.572,4,0,101,0,0,6,6398,0.5,4.1,13.3,0.09,1,Starter+,Starter+,1
Jason Maxiell,2005,26,Cincinnati,79,260,Forward,12.1,0.7,7,0.7,1.9,27.6,1.5,2.6,0.507,0.286,0.653,0.508,0.509,22.4,0.251,6.7,15.7,0.548,11.7,0.608,0.006,4,0,32,1,0,10,4278,-1.02,1,12,0.086,1,Rotation,Starter+,1
Linas Kleiza,2005,27,Missouri,80,245,Forward,14.4,1.3,7.9,0.6,0.3,28.7,2.4,2.9,0.413,0.287,0.707,0.448,0.453,3.8,0.109,1.8,2,0.508,14.3,0.535,0.245,2,0,14,1,0,7,5720,-1.76,0.3,12.3,0.08,1,Rotation,Starter+,1
Wayne Simien,2005,29,Kansas,81,255,Forward,15,0.9,8.3,0.7,0.7,26.6,1.7,2.3,0.558,0.24,0.784,0.561,0.566,17.6,0.249,10.4,7.2,0.612,12.5,0.508,0.024,4,0,20,1,0,2,507,-4.428402367,-0.3,0.8,0.083,0,Bust,Bust,0
David Lee,2005,30,Florida,81,249,Forward,11.3,2,6.8,0.9,0.9,25,2.1,2.2,0.581,0,0.681,0.581,0.584,18,0.227,9.6,8.4,0.609,18.2,0.55,0.006,4,0,10,1,1,12,8040,1.058146766,6.2,26,0.15,1,Starter+,Starter+,1
Salim Stoudamire,2005,31,Arizona,73,179,Guard,15.2,2,2.2,0.8,0.1,29.8,2,2.2,0.471,0.458,0.87,0.602,0.488,17,0.176,14.1,2.8,0.646,14.7,0.342,0.572,4,0,69,1,0,3,2672,-2.882634731,-0.6,2.3,0.04,1,Rotation,Rotation,0
Daniel Ewing,2005,32,Duke,75,185,Guard,11.6,2.1,2.8,1.4,0.2,27.7,1.9,2.6,0.432,0.392,0.746,0.519,0.464,13.5,0.141,7.1,6.4,0.554,15.2,0.325,0.445,4,0,29,1,0,2,1683,-3.030778372,-0.4,0.8,0.024,0,Bust,Rotation,0
Brandon Bass,2005,33,LSU,80,240,Forward,15.1,0.7,8.2,0.8,1.8,24.2,1.8,2.2,0.54,0.378,0.78,0.555,0.554,10,0.198,6.2,3.9,0.616,13.1,0.617,0.081,2,0,12,1,0,12,3561,-1.47,0.5,8.5,0.125,1,Rotation,Rotation,1
Ronny Turiaf,2005,37,Gonzaga,82,249,Forward,13.6,1,6.8,0.5,1.4,25.5,2.1,2.9,0.518,0.222,0.715,0.52,0.524,18.7,0.231,9.7,9,0.588,15.1,0.866,0.017,4,0,101,0,0,10,4402,0.42,2.8,11.3,0.115,1,Starter+,Starter+,1
Travis Diener,2005,38,Marquette,73,175,Guard,14.1,5.1,3.1,1.3,0.1,31.4,1.9,2.1,0.416,0.413,0.837,0.532,0.42,16,0.17,10.6,5.4,0.585,13.7,0.375,0.559,4,0,40,1,0,5,2609,-0.36,1.1,5.7,0.102,1,Rotation,Rotation,1
Von Wafer,2005,39,Florida State,77,210,Guard,10.1,1.4,2.2,0.9,0.2,21.7,1.4,1.4,0.405,0.365,0.669,0.508,0.457,3.3,0.101,2.1,1.2,0.526,12.7,0.223,0.561,2,0,11,1,0,6,1453,-1.66,0.2,1.8,0.064,0,Rotation,Rotation,1
Chris Taft,2005,42,Pitt,82,260,Forward,12,1.1,7.5,0.4,1.7,26,1.4,1.5,0.569,0,0.564,0.569,0.569,11.4,0.269,4.5,6.9,0.573,11.9,0.427,0,2,0,29,1,0,1,144,-0.7,0,0.5,0.155,0,Rotation,Bust,0
Bracey Wright,2005,47,Indiana,75,210,Guard,17.6,2.4,5.1,0.9,0.6,35.7,2.3,1.8,0.405,0.35,0.776,0.485,0.451,10.3,0.136,6.3,4,0.54,12.5,0.416,0.459,3,0,12,1,0,2,325,-1.647692308,0.1,0.5,0.068,0,Rotation,Bust,1
Ryan Gomes,2005,50,Providence,79,250,Forward,18.4,2.3,8.9,1.6,0.4,35.1,2.3,2.1,0.519,0.352,0.789,0.546,0.549,20.5,0.202,13.1,7.5,0.592,12.9,0.411,0.152,4,0,101,0,0,8,8699,-1.09,1.9,14.6,0.069,1,Rotation,Starter+,1
Orien Greene,2005,53,Louisiana,76,208,Guard,7,3.1,3.4,2,0.3,24.9,2.1,2.8,0.409,0.316,0.726,0.486,0.497,8.2,0.127,2.3,5.9,0.516,23.9,0.26,0.487,4,0,101,0,0,4,1550,-4.655806452,-1.1,-0.7,-0.022,0,Bust,Rotation,0
Dijon Thompson,2005,54,UCLA,79,195,Guard,12.5,2,4.7,1.1,0.3,27.5,2.4,1.8,0.464,0.362,0.781,0.521,0.51,9.7,0.12,6.5,3.2,0.554,17.8,0.266,0.314,4,0,28,1,0,2,93,-0.4333333333,0.1,0.2,0.102,0,Rotation,Bust,1
Lawrence Roberts,2005,55,Mississippi State,81,240,Forward,16.5,1.5,9.9,1.6,0.9,31.4,2.4,2.4,0.458,0.302,0.659,0.479,0.484,17.2,0.186,6.5,10.8,0.528,13.2,0.612,0.142,4,0,87,1,0,2,1150,-1.904608696,0,2.5,0.106,0,Rotation,Rotation,0
Alex Acker,2005,60,Pepperdine,77,185,Guard,14.5,2.8,5.6,1.5,0.4,34.4,2.6,1.9,0.457,0.411,0.823,0.518,0.476,9,0.119,5.9,3.1,0.563,16.9,0.315,0.297,3,0,101,0,0,2,234,-5.35,-0.2,-0.2,-0.043,0,Bust,Bust,0
LaMarcus Aldridge,2006,2,Texas,83,240,Forward,13.5,0.6,8.2,1.3,1.8,30.2,1.6,2.7,0.586,0,0.649,0.586,0.586,11.2,0.28,4.7,6.5,0.605,12.9,0.527,0,2,0,12,1,0,16,9967,0.6,6.5,27.9,0.153,1,Starter+,Starter+,1
Adam Morrison,2006,3,Gonzaga,80,205,Forward,19.7,2,5.1,0.7,0.4,30.6,1.7,1.7,0.503,0.368,0.761,0.552,0.551,14.1,0.193,10.5,3.6,0.591,9.4,0.397,0.262,3,0,101,0,0,3,3278,-5.00552166,-2.5,-1.5,-0.021,1,Bust,Rotation,0
Tyrus Thomas,2006,4,LSU,81,215,Forward,12.3,1.3,9.2,1,3.1,25.9,1.8,2.6,0.608,0,0.657,0.61,0.606,7.3,0.351,2.9,4.3,0.627,15.8,0.548,0.004,1,1,101,0,0,8,5691,-0.12,2.7,11.8,0.078,1,Rotation,Starter+,1
Shelden Williams,2006,5,Duke,81,250,Forward,13.9,0.9,9.1,1.2,3,28.1,2.3,3.1,0.572,0.333,0.694,0.573,0.574,29.2,0.299,12.4,16.8,0.611,16.9,0.659,0.01,4,0,8,1,1,6,3399,-3.042071197,-0.8,5.9,0.085,1,Bust,Rotation,0
Brandon Roy,2006,6,Washington,78,215,Guard,14.3,3,5,1,0.5,27.5,2.1,2.1,0.512,0.344,0.765,0.537,0.541,13.3,0.188,7.8,5.5,0.585,14.7,0.45,0.148,4,0,45,1,0,6,10129,4.21,15.7,35.4,0.155,1,Starter+,Starter+,1
Randy Foye,2006,7,Villanova,76,210,Guard,15,3.2,4.8,1.5,0.4,31.3,2.9,2.7,0.399,0.329,0.781,0.461,0.441,13.2,0.129,4.7,8.5,0.505,16.3,0.291,0.378,4,0,56,1,0,11,7299,-1.18,1.5,8.7,0.058,1,Rotation,Starter+,1
Rudy Gay,2006,8,UConn,81,220,Forward,13.6,1.8,5.9,1.3,1.7,29.8,2.2,2.3,0.461,0.378,0.721,0.501,0.483,9.1,0.191,3.2,5.9,0.538,15,0.353,0.214,2,0,5,1,1,17,11223,-0.35,4.7,15.2,0.085,1,Rotation,Starter+,1
Patrick O'Bryant,2006,9,Bradley,84,260,Center,11.6,0.7,7.8,0.9,2.8,24.3,1.9,3.1,0.554,0,0.687,0.554,0.554,8.6,0.272,3.4,5.2,0.582,16.1,0.411,0,2,0,101,0,0,4,524,-4.57,-0.4,0.5,0.046,0,Bust,Bust,0
JJ Redick,2006,11,Duke,76,190,Guard,19.9,2.2,2.7,1.1,0.1,34,2.1,1.6,0.433,0.406,0.912,0.553,0.472,23.5,0.199,18.4,5.1,0.615,11.6,0.381,0.591,4,0,11,1,0,15,3817,0.4,2.4,11,0.128,1,Starter+,Rotation,1
Hilton Armstrong,2006,12,UConn,83,235,Center,4.7,0.6,3.9,0.3,1.5,15.1,1.2,2.1,0.563,0.333,0.578,0.565,0.576,10.1,0.203,3.1,6.9,0.575,23,0.682,0.007,4,0,101,0,0,6,2793,-4.33,-1.7,3.1,0.055,1,Bust,Rotation,0
Ronnie Brewer,2006,14,Arkansas,79,220,Guard,15.7,3.3,5,2.4,0.5,33,2.3,1.7,0.462,0.34,0.671,0.511,0.511,13.6,0.184,6.2,7.4,0.546,13.5,0.455,0.287,3,0,101,0,0,4,7110,2.048959212,7.4,20,0.127,1,Starter+,Starter+,1
Cedric Simmons,2006,15,NC State,81,235,Center,7.7,1.1,4.1,0.4,1.8,18.9,1.3,2.5,0.565,0.5,0.652,0.568,0.566,5.9,0.197,3,2.8,0.599,16.8,0.734,0.013,2,0,34,1,0,3,705,-4.981276596,-0.5,0.1,0.005,0,Bust,Bust,0
Rodney Carney,2006,16,Memphis,79,205,Forward,14.3,1.2,4.9,1,1,27.4,1.4,2.1,0.415,0.362,0.717,0.506,0.468,16.4,0.18,6.8,9.6,0.533,9.7,0.26,0.499,4,0,101,0,0,4,4264,-1.5,0.5,5.9,0.064,1,Rotation,Starter+,1
Shawne Williams,2006,17,Memphis,81,225,Forward,13.2,1.9,6.2,1.4,1.4,27.3,2.3,2.9,0.416,0.312,0.786,0.48,0.489,5.3,0.218,1.7,3.7,0.534,15.4,0.387,0.411,1,1,34,1,0,7,1693,-2.56751329,-0.3,2.1,0.06,0,Rotation,Rotation,0
Quincy Douby,2006,19,Rutgers University,75,175,Guard,17.8,2.7,2.9,1.3,0.7,32.1,2.2,1.8,0.432,0.389,0.82,0.526,0.473,13.3,0.175,8.7,4.6,0.562,12,0.251,0.481,3,0,101,0,0,4,1535,-3.513094463,-0.6,0,0,0,Bust,Rotation,0
Renaldo Balkman,2006,20,South Carolina,80,208,Forward,7.4,1.7,5.3,1.2,1.1,21.1,1.7,2.1,0.553,0.291,0.533,0.567,0.581,11.7,0.213,4.3,7.4,0.566,20.2,0.396,0.096,3,0,80,1,0,6,2887,0.19,1.6,6.7,0.113,1,Starter+,Rotation,1
Rajon Rondo,2006,21,Kentucky,73,171,Guard,9.6,4.2,4.5,2.3,0.2,28.1,2.2,2,0.493,0.283,0.577,0.521,0.544,7.8,0.163,2.7,5.1,0.536,19.5,0.44,0.196,2,0,21,1,0,16,9742,2.64,11.4,29.1,0.104,1,Starter+,Starter+,1
Marcus Williams,2006,22,UConn,75,205,Guard,9,7.3,3.2,1,0.2,27.9,3.2,1.7,0.402,0.375,0.791,0.455,0.413,6.9,0.141,2.2,4.7,0.518,27,0.418,0.285,3,0,41,1,0,4,3095,-3.25,-1,0,-0.001,1,Bust,Rotation,0
Josh Boone,2006,23,UConn,82,237,Center,9.3,0.8,7,0.5,2.2,25.9,1.3,1.9,0.578,0,0.559,0.578,0.578,14.2,0.213,5.1,9.1,0.58,14.2,0.528,0,3,0,95,1,0,4,4482,-1.99,0,9,0.097,1,Rotation,Starter+,0
Kyle Lowry,2006,24,Villanova,72,175,Guard,9.5,3,3.8,1.9,0.2,26.7,1.9,2.6,0.449,0.325,0.737,0.465,0.463,6.5,0.171,2.1,4.4,0.531,17.7,0.566,0.099,2,0,29,1,0,19,5594,0.11,3,11.8,0.147,1,Starter+,Starter+,1
Shannon Brown,2006,25,Michigan State,76,205,Guard,12.2,1.9,3.4,1.3,0.1,28,2,1.9,0.457,0.364,0.831,0.512,0.503,8.7,0.128,5.9,2.8,0.565,15.8,0.319,0.332,3,0,3,1,1,9,2619,-1.46,0.3,3.7,0.06,1,Rotation,Rotation,1
Jordan Farmar,2006,26,UCLA,74,180,Guard,13.3,5.2,3,1.2,0.2,32.2,3.8,2.1,0.41,0.333,0.76,0.478,0.463,6.5,0.122,3.3,3.2,0.526,22.9,0.369,0.409,2,0,20,1,0,10,5446,-0.61,1.9,8.4,0.068,1,Rotation,Starter+,1
Maurice Ager,2006,28,Michigan State,77,202,Guard,12.5,1.5,3.4,0.5,0.3,25.6,1.7,1.9,0.441,0.38,0.775,0.527,0.492,11.2,0.141,7.8,3.4,0.566,13.3,0.333,0.449,4,0,54,1,0,4,476,-9.939495798,-1,-1,-0.089,0,Bust,Bust,0
Mardy Collins,2006,29,Temple,78,220,Guard,15.4,3.2,4.6,2.3,0.2,37.5,2,2.3,0.399,0.292,0.624,0.45,0.399,13.2,0.113,1.4,11.8,0.473,11.2,0.268,0.347,4,0,101,0,0,4,2771,-4.44,-1.6,-1.6,-0.027,1,Bust,Rotation,0
James White,2006,31,Cincinnati,79,200,Forward,10.3,2.6,4.2,1,0.6,27.1,2,2.2,0.444,0.336,0.784,0.507,0.508,14,0.168,6,8,0.556,17.9,0.389,0.371,4,0,22,1,0,3,148,-3.524324324,-0.1,0.3,0.062,0,Bust,Bust,0
Steve Novak,2006,32,Marquette,82,220,Forward,12.4,1,4.2,0.5,0.1,27,1.1,2,0.456,0.461,0.931,0.622,0.443,16.3,0.191,13.1,3.2,0.66,10.2,0.245,0.722,4,0,57,1,0,11,1978,-0.5,0.7,4,0.123,0,Rotation,Rotation,1
Solomon Jones,2006,33,South Florida,82,230,Center,9.8,1,8,0.9,2.6,31.2,2.7,3.4,0.505,0,0.693,0.505,0.507,6.5,0.142,2.7,3.8,0.548,23.3,0.502,0.005,2,0,101,0,0,8,2161,-3.7,-0.9,4.3,0.078,1,Bust,Rotation,0
Paul Davis,2006,34,Michigan State,83,270,Center,13.2,1.4,7,1.1,0.7,25.8,2.1,2.6,0.538,0.271,0.763,0.543,0.549,17.8,0.213,10.7,7.1,0.597,15.8,0.547,0.042,4,0,7,1,1,4,702,-4.22,-0.5,0.4,0.035,0,Bust,Bust,0
P.J. Tucker,2006,35,Texas,77,225,Forward,13.4,2,8.2,1.3,0.3,28.9,2.2,2.5,0.526,0.5,0.711,0.528,0.527,13.7,0.218,6.1,7.6,0.57,15.7,0.492,0.005,3,0,79,1,0,14,83,-3,0,0.1,0.083,0,Rotation,Bust,0
Craig Smith,2006,36,Boston College,79,250,Forward,18.1,1.9,8.6,1.3,0.8,34,2.3,2.9,0.558,0.239,0.643,0.563,0.572,23.4,0.212,13.2,10.2,0.583,12.7,0.463,0.041,4,0,101,0,0,6,5776,-1.15,1.3,13.5,0.113,1,Rotation,Starter+,1
Bobby Jones,2006,37,Washington,79,215,Forward,9.8,1.2,4.9,1.1,0.5,24.1,1.3,3.5,0.501,0.367,0.707,0.539,0.536,12.2,0.162,6.2,6,0.58,13.7,0.523,0.209,4,0,97,1,0,2,867,-4.165051903,-0.4,1.1,0.06,0,Bust,Bust,0
David Noel,2006,39,UNC,78,230,Guard,6.9,1.9,4.3,1.1,0.5,23.2,1.7,2,0.532,0.354,0.587,0.581,0.6,10.5,0.142,4.9,5.6,0.586,22.6,0.306,0.276,4,0,101,0,0,1,792,-3.1,-0.2,0.4,0.024,0,Bust,Bust,0
Denham Brown,2006,40,UConn,78,220,Forward,9.4,1.3,3.9,0.7,0.2,24.1,1.5,1.5,0.429,0.354,0.776,0.488,0.466,9.8,0.12,4,5.8,0.525,14.6,0.267,0.335,4,0,34,1,0,0,0,0,0,0,0,0,Bust,Bust,0
James Augustine,2006,41,Illinois,82,235,Forward,10.1,1.1,7.5,1,1,27.1,1.5,2.6,0.617,0.333,0.687,0.621,0.623,26.2,0.282,11.2,15,0.641,15.6,0.52,0.021,4,0,78,1,0,2,156,-2.719230769,0,0.3,0.101,0,Rotation,Bust,0
Daniel Gibson,2006,42,Texas,74,190,Guard,13.8,3.5,3.6,1.5,0.3,33,2.4,2.5,0.411,0.387,0.741,0.533,0.451,9.3,0.165,4.9,4.4,0.566,16.6,0.324,0.631,2,0,19,1,0,7,5616,-0.57,1.9,12.5,0.082,1,Rotation,Starter+,1
Alexander Johnson,2006,45,Florida State,81,240,Center,9.8,0.7,5.2,0.9,0.7,21,2.6,2.9,0.52,0.308,0.667,0.53,0.535,9,0.186,4.7,4.3,0.573,23.3,0.703,0.066,3,0,101,0,0,2,1302,-4.638479263,-0.9,1.5,0.056,0,Bust,Rotation,0
Dee Brown,2006,46,Illinois,72,185,Forward,13.2,4.9,3.3,1.7,0.1,34.3,2.1,1.9,0.422,0.36,0.725,0.521,0.498,9.8,0.12,4,5.8,0.525,14.6,0.267,0.335,4,0,19,1,0,2,711,-3.011392405,-0.2,0.1,0.008,0,Bust,Bust,0
Paul Millsap,2006,47,Louisiana Tech,80,245,Forward,18.6,0.9,12.7,1.3,2,35.2,2.4,3.1,0.577,0.375,0.62,0.579,0.58,24.6,0.304,10.9,13.7,0.594,13.5,0.546,0.014,3,0,66,1,0,16,7741,0.51,4.9,24.8,0.15,1,Starter+,Starter+,1
Leon Powe,2006,49,California,80,240,Forward,17.8,1.1,9.8,0.8,0.6,32.5,2.2,2.4,0.492,0.3,0.672,0.495,0.495,8.2,0.186,4.4,3.8,0.549,12,0.731,0.015,2,0,9,1,1,5,2992,-1.44,0.5,11.4,0.174,1,Rotation,Rotation,1
Ryan Hollins,2006,50,UCLA,84,230,Center,5.7,0.4,4,0.2,0.9,20.2,1.4,2.4,0.575,1,0.591,0.577,0.574,7.9,0.139,4,4,0.59,22.3,0.826,0.003,4,0,101,0,0,10,2384,-4.23,-1.3,3.5,0.081,1,Bust,Rotation,0
Guillermo Díaz,2006,52,Miami (FL),74,192,Guard,15.9,2.6,3.4,1.3,0.3,32.6,2.1,1.8,0.448,0.38,0.74,0.523,0.493,11.2,0.148,7.2,4,0.557,12.7,0.318,0.398,3,0,68,1,0,1,18,-2.9,0,0,0.033,0,Rotation,Bust,0
Hassan Adams,2006,54,Arizona,76,220,Guard,14,2,5.4,1.8,0.7,27.8,2,2,0.499,0.311,0.704,0.524,0.535,15.2,0.168,6.8,8.4,0.545,13.3,0.23,0.16,4,0,20,1,0,2,547,-2.251005484,0,0.8,0.072,0,Rotation,Bust,0
